Taxon_Notes	IdentifiedBy	IdentificationDay	IdentificationMonth	IdentificationYear	TypeStatus	Identification_Notes	ParasiteSpecies	ParasiteIdentifier	HostSpecies	HostIdentifier	UnitID	additionalID	collection_imported	accessionNumber	label_created_by	media_files	Notes	acquisitionType 	acquiredFrom	acquisitionDay	acquisitionMonth	acquisitionYear	Acquisition_Notes	sex	lifeStage	maleCount	femaleCount	juvenileCount	totalNumber	notes_Counts	sampling_code	institution	building	floor	room	row	column	shelf	specimen_status	KindOfUnit 	ContainerName	ContainerType	ContainerStorage	SubcontainerName	SubcontainerType	SubcontainerStorage	StorageNotes	DNA_Tag	DNA_box	DNA_tube	DNA_HPos	DNA_VPos	DNA_Notes	FullScientificName	secondary	collectedBy	samplingMethod	expedition_project	collectionStartDay	collectionStartMonth	collectionStartYear	collectionStartTimeH	collectionStartTimeM	collectionEndDay	collectionEndMonth	collectionEndYear	collectionEndTimeH	collectionEndTimeM	geologicalEpoch
					Plesiotype						IRSNB M 0166a-b			17172																	IRSNB M 0173a-c	Royal Belgian Institute of Natural Sciences								M 166a: talus (astragale); M 166b: calcaneum														Trichecodon koninckii	part-A														Scaldisian
					Figured specimen						IRSNB M 0167			17172																	IRSNB M 0167	Royal Belgian Institute of Natural Sciences								L Dentary with P/3-M/2														Cymbalophus cuniculus	part-A														Continental Landenian
					Holotype						IRSNB M 0168			17172																	IRSNB M 0891	Royal Belgian Institute of Natural Sciences								R dentary														Alachtherium cretsii	part-A														Scaldisian
					Plesiotype						IRSNB M 0169			17172																	IRSNB M 0891	Royal Belgian Institute of Natural Sciences								skull fragment														Trichechus antverpiensis	part-A														Scaldisian
					Plesiotype						IRSNB M 0170			17172																	IRSNB M 0891	Royal Belgian Institute of Natural Sciences								L humeri														Alachtherium cretsii	part-A														Scaldisian
					Plesiotype						IRSNB M 0171			17172																	IRSNB M 0891	Royal Belgian Institute of Natural Sciences								R femur														Alachtherium cretsii	part-A														Scaldisian
					Holotype						IRSNB M 0172			17172																	IRSNB M 0172	Royal Belgian Institute of Natural Sciences								rostrale region of a skull														Protophocaena minima	part-A														Anversian
					Cotype						IRSNB M 0173a-c			17172																	IRSNB M 0173a-c	Royal Belgian Institute of Natural Sciences								"M 173a: molar; M 173b: molar, M 173c: molar; + two other isolated teeth numbered 1151"														Mesotaria ambigua	part-A														Scaldisian
					Cotype						IRSNB M 0174			17172																	IRSNB M 0174	Royal Belgian Institute of Natural Sciences								Axis														Mesotaria ambigua	part-A														Scaldisian
					Cotype						IRSNB M 0175			17172																	IRSNB M 0175	Royal Belgian Institute of Natural Sciences								cervical vertebra														Mesotaria ambigua	part-A														Scaldisian
					Cotype						IRSNB M 0176			17172																	IRSNB M 0176	Royal Belgian Institute of Natural Sciences								L scapula														Mesotaria ambigua	part-A														Scaldisian
					Cotype						IRSNB M 0177			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								L humerus														Mesotaria ambigua	part-A														Scaldisian
					Cotype						IRSNB M 0178			17172																	IRSNB M 0200	Royal Belgian Institute of Natural Sciences								R ilium														Mesotaria ambigua	part-A														Scaldisian
					Cotype						IRSNB M 0179			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								Left femur														Mesotaria ambigua	part-A														Scaldisian
					Cotype						IRSNB M 0180			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								L tibia														Mesotaria ambigua	part-A														Scaldisian
					Figured specimen						IRSNB M 0181		Vincent	9219			Collection Vincent														IRSNB M 0181	Royal Belgian Institute of Natural Sciences								M3/														Lophiotherium cervulum	part-A														Ledian (Laekenian base)
					Figured specimen						IRSNB M 0182			17172																	IRSNB M 0181	Royal Belgian Institute of Natural Sciences								M2/														Lophiotherium pygmaeum	part-A														Ledian (Laekenian base)
					Cotype						IRSNB M 0183			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								Lower Maxilla														Palaeophoca nystii	part-A														Scaldisian
					Cotype						IRSNB M 0184			17172																	IRSNB M 0173a-c	Royal Belgian Institute of Natural Sciences								anterior end of a left dentary														Palaeophoca nystii	part-A														Scaldisian
					Cotype						IRSNB M 0185a-b			17172																	IRSNB M 0173a-c	Royal Belgian Institute of Natural Sciences								"M185-a: Canine, M185-b: Molaire (P/3? sensu C. Ray)"														Palaeophoca nystii	part-A														Scaldisian
					Cotype						IRSNB M 0186			17172																	IRSNB M 0173a-c	Royal Belgian Institute of Natural Sciences								Canine														Palaeophoca nystii	part-A														Scaldisian
					Cotype						IRSNB M 0187			17172																	IRSNB M 0187	Royal Belgian Institute of Natural Sciences								Iliaque														Palaeophoca nystii	part-A														Scaldisian
					Cotype						IRSNB M 0188			17172																	IRSNB M 0173a-c	Royal Belgian Institute of Natural Sciences								R humeri														Palaeophoca nystii	part-A														Scaldisian
					Cotype						IRSNB M 0189			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								L humeri														Palaeophoca nystii	part-A														Scaldisian
					Cotype						IRSNB M 0190			17172																	IRSNB M 0173a-c	Royal Belgian Institute of Natural Sciences								Right tibia fragment														Palaeophoca nystii	part-A														Scaldisian
					Figured specimen						IRSNB M 0191			8912																	IRSNB M 0191	Royal Belgian Institute of Natural Sciences								M1/														Lophiotherium pygmaeum	part-A														"Ledian, base Laekenien"
					Plesiotype						IRSNB M 0192			17172																	IRSNB M 0891	Royal Belgian Institute of Natural Sciences								L ulna														Alachtherium cretsii	part-A														Scaldisian
					Plesiotype						IRSNB M 0193			17172																	IRSNB M 0173a-c	Royal Belgian Institute of Natural Sciences								L internal metacarpian														Alachtherium cretsii	part-A														Scaldisian
					Plesiotype						IRSNB M 0194			17172																	IRSNB M 0891	Royal Belgian Institute of Natural Sciences								R humerus fragment														Alachtherium cretsii	part-A														Scaldisian
					Plesiotype						IRSNB M 0195			17172																	IRSNB M 0187	Royal Belgian Institute of Natural Sciences								juvenile right humerus														Alachtherium cretsii	part-A														Scaldisian
					Plesiotype						IRSNB M 0196			17172																	IRSNB M 0891	Royal Belgian Institute of Natural Sciences								R radius fragment														Alachtherium cretsii	part-A														Scaldisian
					Plesiotype						IRSNB M 0197a-b			17172																	IRSNB M 0173a-c	Royal Belgian Institute of Natural Sciences								"M197a: Sacrum, M197b: L ilium"														Alachtherium cretsii	part-A														Scaldisian
					Plesiotype						IRSNB M 0198			17172																	IRSNB M 0890	Royal Belgian Institute of Natural Sciences								5th cervial vertebra														Alachtherium cretsii	part-A														Scaldisian
					Plesiotype						IRSNB M 0199			17172																	IRSNB M 0891	Royal Belgian Institute of Natural Sciences								4th lumbar vertebra														Alachtherium cretsii	part-A														Scaldisian
					Plesiotype						IRSNB M 0200			17172																	IRSNB M 0200	Royal Belgian Institute of Natural Sciences								juvenile left femur														Alachtherium cretsii	part-A														Scaldisian
					Plesiotype						IRSNB M 0201			17172																	IRSNB M 0891	Royal Belgian Institute of Natural Sciences								L tibia														Alachtherium cretsii	part-A														Scaldisian
					Plesiotype						IRSNB M 0202			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								L astragalus														Alachtherium cretsii	part-A														Scaldisian
					Cotype						IRSNB M 0203			17172																	IRSNB M 0203	Royal Belgian Institute of Natural Sciences								L humerus														Callophoca obscura	part-A														Scaldisian
					Cotype						IRSNB M 0204			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								L radius														Callophoca obscura	part-A														Scaldisian
					Cotype						IRSNB M 0205			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								Ilium fragment														Callophoca obscura	part-A														Scaldisian
					Cotype						IRSNB M 0206			17172																	IRSNB M 0206	Royal Belgian Institute of Natural Sciences								L radius														Callophoca obscura	part-A														Scaldisian
					Cotype						IRSNB M 0207a-b			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								"M207a: Left tibia, M207b: Calcaneum"														Callophoca obscura	part-A														Scaldisian
					Cotype						IRSNB M 0208			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								R astragalus														Callophoca obscura	part-A														Scaldisian
					Figured specimen						IRSNB M 0209			8912																	IRSNB M 0209	Royal Belgian Institute of Natural Sciences								Broken M2/														Lophiotherium pygmaeum	part-A														Ledian
					Cotype						IRSNB M 0210			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								L humerus														Platyphoca vulgaris	part-A														Scaldisian
					Cotype						IRSNB M 0211			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								Ilium														Platyphoca vulgaris	part-A														Scaldisian
					Cotype						IRSNB M 0212			17172																	IRSNB M 0187	Royal Belgian Institute of Natural Sciences								L femur														Platyphoca vulgaris	part-A														Scaldisian
					Cotype						IRSNB M 0213			17172																	IRSNB M 0213	Royal Belgian Institute of Natural Sciences								R tibia														Platyphoca vulgaris	part-A														Scaldisian
					Cotype						IRSNB M 0214			17172																	IRSNB M 0173a-c	Royal Belgian Institute of Natural Sciences								4th R metacarpian														Platyphoca vulgaris	part-A														Scaldisian
					Cotype						IRSNB M 0215			17172																	IRSNB M 0173a-c	Royal Belgian Institute of Natural Sciences								2nd posterior phalanx														Platyphoca vulgaris	part-A														Scaldisian
					Cotype						IRSNB M 0216			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								L scapula fragment														Gryphoca similis	part-A														Scaldisian
					Cotype						IRSNB M 0217			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								L humerus fragment														Gryphoca similis	part-A														Scaldisian
					Cotype						IRSNB M 0218			17172																	IRSNB M 0203	Royal Belgian Institute of Natural Sciences								L radius fragment														Gryphoca similis	part-A														Scaldisian
					Cotype						IRSNB M 0219			17172																	IRSNB M 0219	Royal Belgian Institute of Natural Sciences								Lombar vertebra														Gryphoca similis	part-A														Scaldisian
					Cotype						IRSNB M 0220			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								Ilium fragment														Gryphoca similis	part-A														Scaldisian
					Cotype						IRSNB M 0221			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								Ilium fragment														Gryphoca similis	part-A														Scaldisian
					Cotype						IRSNB M 0222			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								sacrum														Gryphoca similis	part-A														Scaldisian
					Cotype						IRSNB M 0223a-b			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								a: right femur; b: right tibia														Gryphoca similis	part-A														Scaldisian
					Cotype						IRSNB M 0224			17172																	IRSNB M 0890	Royal Belgian Institute of Natural Sciences								L femur fragment														Gryphoca similis	part-A														Scaldisian
					Figured specimen						IRSNB M 0225			8912																	IRSNB M 0209	Royal Belgian Institute of Natural Sciences								Broken M/3														Lophiotherium pygmaeum	part-A														Ledian
					Cotype						IRSNB M 0226			17172																	IRSNB M 0200	Royal Belgian Institute of Natural Sciences								astragalus														Gryphoca similis	part-A														Scaldisian
					Cotype						IRSNB M 0227			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								R humerus														Phocanella pumila	part-A														Scaldisian
					Cotype						IRSNB M 0228			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								L radius														Phocanella pumila	part-A														Scaldisian
					Cotype						IRSNB M 0229			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								Lombar vertebra														Phocanella pumila	part-A														Scaldisian
					Cotype						IRSNB M 0230			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								Ilium fragment (with acetabulum)														Phocanella pumila	part-A														Scaldisian
					Cotype						IRSNB M 0231			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								L femur														Phocanella pumila	part-A														Scaldisian
					Cotype						IRSNB M 0232			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								R femur fragment														Phocanella pumila	part-A														Scaldisian
					Cotype						IRSNB M 0233			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								R tibia and fibula fragments														Phocanella pumila	part-A														Scaldisian
					Cotype						IRSNB M 0234			17172																	IRSNB M 0173a-c	Royal Belgian Institute of Natural Sciences								R humerus														Phocanella minor	part-A														Scaldisian
					Cotype						IRSNB M 0235			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								trunk vertebra														Phocanella minor	part-A														Scaldisian
					Cotype						IRSNB M 0236			17172																	IRSNB M 0219	Royal Belgian Institute of Natural Sciences								sacrum														Phocanella minor	part-A														Scaldisian
					Cotype						IRSNB M 0237			17172																	IRSNB M 0295a-b²	Royal Belgian Institute of Natural Sciences								ilium fragment														Phocanella minor	part-A														Scaldisian
					Cotype						IRSNB M 0238			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								R femur														Phocanella minor	part-A														Scaldisian
					Cotype						IRSNB M 0239			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								R tibia & fibula														Nanophoca vitulinoides	part-A														Scaldisian
					Cotype						IRSNB M 0240a-f			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								M240a: complete pelvis; M240b: sacrum; M240c: L femur; M240d-f: lombar vertebrae														Nanophoca vitulinoides	part-A														Scaldisian
					Cotype						IRSNB M 0241			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								scapula														Nanophoca vitulinoides	part-A														Scaldisian
					Cotype						IRSNB M 0242			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								L humerus														Nanophoca vitulinoides	part-A														Scaldisian
					Cotype						IRSNB M 0243a-c			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								"M243a: radius fragment, M243b: cubitus fragment, M243c: rib"														Nanophoca vitulinoides	part-A														Scaldisian
					Cotype						IRSNB M 0244a-b			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								M244a: trunk vertebra; M244b: ilium														Nanophoca vitulinoides	part-A														Scaldisian
					Cotype						IRSNB M 0245			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								trunk vertebra														Nanophoca vitulinoides	part-A														Scaldisian
					Cotype						IRSNB M 0246			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								lumbar vertebra														Nanophoca vitulinoides	part-A														Scaldisian
					Cotype						IRSNB M 0247			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								R femur														Nanophoca vitulinoides	part-A														Scaldisian
					Cotype						IRSNB M 0248			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								L tibia														Nanophoca vitulinoides	part-A														Scaldisian
					Cotype						IRSNB M 0249			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								Tibia and fibula fragment (epiphyses)														Nanophoca vitulinoides	part-A														Scaldisian
					Cotype						IRSNB M 0250			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								Tibia and fibula fragment														Nanophoca vitulinoides	part-A														Scaldisian
					Cotype						IRSNB M 0251			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								corroded femur														Nanophoca vitulinoides	part-A														Scaldisian
					Figured specimen						IRSNB M 0252			8912																	IRSNB M 0209	Royal Belgian Institute of Natural Sciences								M/2														Lophiotherium pygmaeum	part-A														Ledian
					Figured specimen						IRSNB M 0253			8912																	IRSNB M 0253	Royal Belgian Institute of Natural Sciences								porterior part of a M/3														Lophiotherium pygmaeum	part-A														Ledian
					Figured specimen						IRSNB M 0254		Van der Bruggen	8816			Collection Van der Bruggen														IRSNB M 0254	Royal Belgian Institute of Natural Sciences								R M/3														Lophiotherium	part-A														Ledian
					Cotype						IRSNB M 0255a-b			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								"M255a: trunk vertebra, M255b: lombar vertebra"														Monatherium delognii	part-A														Diestian
					Cotype						IRSNB M 0256a-b			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								"M256a: caudal vertebra, M256b: 2nd sternum"														Monatherium delognii	part-A														Diestian
					Cotype						IRSNB M 0257a-b			17172																	IRSNB M 0203	Royal Belgian Institute of Natural Sciences								"M257a: ilium, M257b: sacrum + ilium"														Monatherium delognii	part-A														Diestian
					Figured specimen						IRSNB M 0258			8912																	IRSNB M 0209	Royal Belgian Institute of Natural Sciences								posterior part of a Mx/														Propalaeotherium isselanum	part-A														Ledian
					Figured specimen						IRSNB M 0259			8912																	IRSNB M 0259	Royal Belgian Institute of Natural Sciences								M2/														Lophiodon medium	part-A														"Lutetian, lower Brussellian"
					Lectotype						IRSNB M 0260			17172																	IRSNB M 0203	Royal Belgian Institute of Natural Sciences								R humerus														Frisiphoca affine	part-A														Diestian
					Cotype						IRSNB M 0261 a-b			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								M261a: ulna fragment; M261b: L radius														Frisiphoca affine	part-A														Diestian
					Cotype						IRSNB M 0262			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								astragalus														Frisiphoca affine	part-A														Diestian
					Cotype						IRSNB M 0263			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								calcaneum														Frisiphoca affine	part-A														Diestian
					Cotype						IRSNB M 0264			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								partial tibia														Frisiphoca affine	part-A														Diestian
					Figured specimen						IRSNB M 0265			8912																	IRSNB M 0209	Royal Belgian Institute of Natural Sciences								P2/														Chasmotherium minimum	part-A														Ledian
					Lectotype						IRSNB M 0266			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								R humerus														Frisiphoca aberrata	part-A														Diestian
					Cotype						IRSNB M 0267			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								radius														Frisiphoca aberrata	part-A														Diestian
					Cotype						IRSNB M 0268			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								4th sternebra														Frisiphoca aberrata	part-A														Diestian
					Cotype						IRSNB M 0269a-b			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								M269a: 5th trunk vertebra; M269b: cervical vertebra														Frisiphoca aberrata	part-A														Diestian
					Cotype						IRSNB M 0270a-b			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								M270a: 5th L phalanx; M270b: 5th L metacarpian														Frisiphoca aberrata	part-A														Diestian
					Cotype						IRSNB M 0271a-b			17172																	IRSNB M 0203	Royal Belgian Institute of Natural Sciences								M271a: 3rd cuneiform + metatarsal 2 & 3; M271b: L fibula														Frisiphoca aberrata	part-A														Diestian
					Cotype						IRSNB M 0272			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								astragalus														Frisiphoca aberrata	part-A														Diestian
					Cotype						IRSNB M 0273a-o			17172																	IRSNB M 0219	Royal Belgian Institute of Natural Sciences								M273a-c: caudal vertebrae; M273d: calcaneum; M273e: cuboïde; M273f: scaphoïde; M273g: 2nd R metatarsal; M273h: 1st metatarsal; M273i: 1st L metatarsal; M273j: 5th R metatarsal; M273k: 3rd L metatarsal; M273l-n: posterior phalanx; M273o: penial bone														Frisiphoca aberrata	part-A														Diestian
					Cotype						IRSNB M 0274			17172																	IRSNB M 0274	Royal Belgian Institute of Natural Sciences								partial R humerus														Prophoca rousseaui	part-A														Anversian
					Cotype						IRSNB M 0275			17172																	IRSNB M 0274	Royal Belgian Institute of Natural Sciences								L radius														Prophoca rousseaui	part-A														Anversian
					Cotype						IRSNB M 0276a-d			17172																	IRSNB M 0173a-c	Royal Belgian Institute of Natural Sciences								M276a-b: lombar vert.; M276c: 1st sacral vert.; M276d: ilium														Prophoca rousseaui	part-A														Anversian
					Cotype						IRSNB M 0277a-b			17172																	IRSNB M 0187	Royal Belgian Institute of Natural Sciences								M277a: R femur; M277b: L tibia														Prophoca rousseaui	part-A														Anversian
					Figured specimen						IRSNB M 0278a-b			8225																	IRSNB M 0278a-b	Royal Belgian Institute of Natural Sciences								M278a: antler; M278b: fragment of wood														Cervus ertborni	part-A														Pleistocene
					Lectotype						IRSNB M 0279			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								L humerus														Leptophoca proxima	part-A														Anversian
					Cotype						IRSNB M 0280a-b			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								M280a: L radius; M280b: L ulna														Leptophoca proxima	part-A														Anversian
					Holotype						IRSNB M 0282			17172																	IRSNB M 0203	Royal Belgian Institute of Natural Sciences								L femur														Phoca straeleni	part-A														Scaldisian
					Cotype						IRSNB M 0283			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								R femur														Phoca straeleni	part-A														Scaldisian
					Cotype						IRSNB M 0284			17172																	IRSNB M 0240a-f	Royal Belgian Institute of Natural Sciences								Femur														Phoca straeleni	part-A														Scaldisian
					Plesiotype						IRSNB M 0285			4285																	IRSNB M 0152	Royal Belgian Institute of Natural Sciences								"Left Scapula and right Humeru, not going together"														Halitherium schinzii forme delheidi	part-A														Rupelian
					Figured specimen						IRSNB M 0286			8864																	IRSNB M 0286	Royal Belgian Institute of Natural Sciences								ungulate phalanx														Creodonta	part-A														"Continental Landenian, Sparnacien"
					Figured specimen						IRSNB M 0287			8864																	IRSNB M 0286	Royal Belgian Institute of Natural Sciences								ungulate phalanx?														"Mammalia Linnaeus, 1758"	part-A														"Continental Landenian, Sparnacien"
					Plesiotype						IRSNB M 0289			6505																	IRSNB M 0138a-e	Royal Belgian Institute of Natural Sciences								left humerus														Halitherium schinzii forme delheidi	part-A														Rupelian
					Plesiotype						IRSNB M 0290a-b			6505																	IRSNB M 0144a-c	Royal Belgian Institute of Natural Sciences								M 290a: left humerus; M 290b: right humerus; c: isolated rib; M 2090d: vertebra no. 3; M 290d: vertebra no. 6; M 290e: vertebra no. 8														Halitherium schinzii forme delheidi	part-A														Rupelian
					Figured specimen						IRSNB M 0291			17172																	IRSNB M 0291	Royal Belgian Institute of Natural Sciences								Skull														Cyrtodelphis sulcatus	part-A														Anversian
					Figured specimen						IRSNB M 0292a-d			17172																	IRSNB M 0292a-d	Royal Belgian Institute of Natural Sciences								"a: skull fragment, b: mandible, c: internal alveolar region of the mandible, d: mandible fragment"														Cyrtodelphis sulcatus	part-A														Anversian
					Figured specimen						IRSNB M 0293			17172																	IRSNB M 0293	Royal Belgian Institute of Natural Sciences								right tympanic cavity														Cyrtodelphis sulcatus	part-A														Anversian
					Holotype						IRSNB M 0294			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								Skull														Eurhinodelphis cocheteuxi	part-A														Anversian
					Plesiotype						IRSNB M 0295a-b²			17172																	IRSNB M 0295a-b²	Royal Belgian Institute of Natural Sciences								"a: skull, b: maxilla. inf., c: atlas, e: third thoracic vertebra, f: sixth thoracic vertebra, g: eight thoracic vertebra, d: fourth cervical vertebra, h: first lumbar vertebra, i: second lumbar vertebra, j: third lumbar vertebra, k: fourth lumbar vertebra"														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0296			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								Skull														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0297			17172																	IRSNB M 0295a-b²	Royal Belgian Institute of Natural Sciences								Skull														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0298			17172																	IRSNB M 0295a-b²	Royal Belgian Institute of Natural Sciences								Skull														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0299a-i			17172																	IRSNB M 0295a-b²	Royal Belgian Institute of Natural Sciences								"a: skull fragment, b: right humerus, c: 8th dorsal vertebra, d: 1st lumbar vertebra, e: 2nd lumbar vertebra, f: 7th lumbar vertebra, g: 1st sacral vertebra, h: 3rd sacral vertebra, i: 3rd caudal vertebra"														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0300			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								skull fragment														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0301			17172																	IRSNB M 0295a-b²	Royal Belgian Institute of Natural Sciences								fragment of lower right maxilla														Eurhinodelphis cocheteuxi	part-A														Anversian
					Plesiotype						IRSNB M 0302a-e			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: skull fragment, b: right radius , c: 6th vertebra, d: 7th lumbar vertebra, e: radial intermedium"														Eurhinodelphis cocheteuxi	part-A														Anversian
					Plesiotype						IRSNB M 0303a-d			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: left humerus, b: left radius, c: left ulna, d: 6th caudal vertebra"														Eurhinodelphis cocheteuxi	part-A														Anversian
					Plesiotype						IRSNB M 0304a-m			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: atlas, b: axis, c: 3rd cervical vertebra, d: 4th cervical vertebra, e: 5th cervical vertebra, f: 6th cervical vertebra, g: 7th cervical vertebra, h: 1st thoracic vertebra, i: 2nd thoracic vertebra, j: 3rd thoracic vertebra, k: 4th thoracic vertebra, l:"														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0305a-c			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: 14th caudal vertebra, b: 18th caudal vertebra, c: 19th caudal vertebra"														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0306a-f			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: 2nd lumbar vertebra, b: 7th lumbar vertebra, c: 13th caudal vertebra, d: 3rd left rib, e: 5th left rib, f: 6th left rib"														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0307a-c			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: 10th thoracic vertebra, b: 7th thoracic vertebra, c: 1st lumbar vertebra"														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0308a-k			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: skull fragment, b: right scapula, c: axis, d: 3rd thoracic vertebra, e: 10th thoracic vertebra, f: 1st lumbar vertebra, g: 6th lumbar vertebra, h: 9th lumbar vertebra, i: 2nd left rib, j: 4th left rib, k: 5th right rib"														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0309a-d			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: 4th cervical vertebra, b: 1st lumbar vertebra, c: 2nd lumbar vertebra, d: 3rd lumbar vertebra"														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0310			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								9th thoracic vertebra														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0311			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								4th thoracic vertebra														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0312a-b			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: right humerus, b: 7th thoracic vertebrae"														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0313a-c			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: 4th thoracic vertebra, b: 14th caudal vertebra, c: 15th caudal vertebra"														Eurhinodelphis cocheteuxi	part-A														Anversian
					Figured specimen						IRSNB M 0314a-d			17172																	IRSNB M 0360a-e	Royal Belgian Institute of Natural Sciences								"a: right radius, b: 6th caudal vertebrae, c: 11th caudal vertebrae, d: 4th left rib"														Eurhinodelphis cocheteuxi	part-A														Anversian
