domain	kingdom	phylum	class	order	family	genus	species	sub_species	FullScientificName
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Marsupialia Illiger, 1811"	Herpetotheriidae 	Peratherium 	constans 	 	Peratherium constans
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Condylarthra Cope, 1881"	Hyopsodontidae 	Paschaterium 	dolloi 	 	Paschaterium dolloi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Adapisoricidae 	Adapisorex 	dolloi 	 	Adapisorex dolloi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Adapisoricidae 	Adapisorex 	dolloi 	 	Adapisorex dolloi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Adapisoricidae 	Adapisorex 	dolloi 	 	Adapisorex dolloi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Adapisoricidae 	Adapisorex 	dolloi 	 	Adapisorex dolloi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Condylarthra Cope, 1881"	Hyopsodontidae 	Paschaterium 	dolloi 	 	Paschaterium dolloi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Condylarthra Cope, 1881"	Hyopsodontidae 	Paschaterium 	dolloi 	 	Paschaterium dolloi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Adapisoricidae 	Adapisorex 	dolloi 	 	Adapisorex dolloi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Condylarthra Cope, 1881"	Hyopsodontidae 	Paschaterium 	dolloi 	 	Paschaterium dolloi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Adapisoricidae 	Adapisorex 	dolloi 	 	Adapisorex dolloi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Condylarthra Cope, 1881"	Hyopsodontidae 	Paschaterium 	dolloi 	 	Paschaterium dolloi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Condylarthra Cope, 1881"	Hyopsodontidae 	Paschaterium 	dolloi 	 	Paschaterium dolloi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Adapisoricidae 	Adapisorex 	dolloi 	 	Adapisorex dolloi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Condylarthra Cope, 1881"	Hyopsodontidae 	Paschaterium 	dolloi 	 	Paschaterium dolloi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Condylarthra Cope, 1881"	Hyopsodontidae 	Paschaterium 	dolloi 	 	Paschaterium dolloi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Condylarthra Cope, 1881"	Hyopsodontidae 	Paschaterium 	dolloi 	 	Paschaterium dolloi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Adapisoricidae 	Adapisorex 	dolloi 	 	Adapisorex dolloi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Condylarthra Cope, 1881"	Hyopsodontidae 	Paschaterium 	dolloi 	 	Paschaterium dolloi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Condylarthra Cope, 1881"	Hyopsodontidae 	Paschaterium 	dolloi 	 	Paschaterium dolloi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Adapisoricidae 	Adapisorex 	dolloi 	 	Adapisorex dolloi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Adapisoricidae 	Adapisorex 	dolloi 	 	Adapisorex dolloi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Adapisoricidae 	Adapisorex 	dolloi 	 	Adapisorex dolloi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Condylarthra Cope, 1881"	Hyopsodontidae 	Paschaterium 	dolloi 	 	Paschaterium dolloi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Adapisoricidae 	Adapisorex 	dolloi 	 	Adapisorex dolloi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Adapisoricidae 	Adapisorex 	dolloi 	 	Adapisorex dolloi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Adapisoricidae 	Adapisorex 	dolloi 	 	Adapisorex dolloi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Adapisoricidae 	Adapisorex 	dolloi 	 	Adapisorex dolloi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Adapisoricidae 	Adapisorex 	dolloi 	 	Adapisorex dolloi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	? Adapisoriculidae 	Wyonycteris 	richardi 	 	Wyonycteris richardi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	? Adapisoriculidae 	Wyonycteris 	richardi 	 	Wyonycteris richardi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Euarchonta Waddell, Okada & Hasegawa, 1999"	Adapisoriculidae 	Adapisoriculus 	minimus 	 	Adapisoriculus minimus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Euarchonta Waddell, Okada & Hasegawa, 1999"	Adapisoriculidae 	Adapisoriculus 	minimus 	 	Adapisoriculus minimus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Insectivora Cuvier, 1817"	 	 	 	 	"Insectivora Cuvier, 1817"
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Insectivora Cuvier, 1817"	 	 	 	 	"Insectivora Cuvier, 1817"
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Insectivora Cuvier, 1817"	 	 	 	 	"Insectivora Cuvier, 1817"
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Insectivora Cuvier, 1817"	 	 	 	 	"Insectivora Cuvier, 1817"
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Procreodi Matthew, 1915"	Arctocyonidae 	Chriacus 	 	 	Chriacus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Primates Linnaeus, 1758"	Omomyidae 	Teilhardina 	belgica 	 	Teilhardina belgica
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Primates Linnaeus, 1758"	Omomyidae 	Teilhardina 	belgica 	 	Teilhardina belgica
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Primates Linnaeus, 1758"	Omomyidae 	Teilhardina 	belgica 	 	Teilhardina belgica
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Primates Linnaeus, 1758"	Omomyidae 	Teilhardina 	belgica 	 	Teilhardina belgica
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Primates Linnaeus, 1758"	Omomyidae 	Teilhardina 	belgica 	 	Teilhardina belgica
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Primates Linnaeus, 1758"	Omomyidae 	Teilhardina 	belgica 	 	Teilhardina belgica
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Primates Linnaeus, 1758"	Omomyidae 	Teilhardina 	belgica 	 	Teilhardina belgica
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Erinaceomorpha Gregory, 1910"	Amphilemuridae 	Macrocranion 	vandebroeki 	 	Macrocranion vandebroeki
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Procreodi Matthew, 1915"	Arctocyonidae 	Landenodon 	woutersi 	 	Landenodon woutersi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	 	Oxyclenidae 	 	 	 	Oxyclenidae
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Procreodi Matthew, 1915"	Arctocyonidae 	Landenodon 	woutersi 	 	Landenodon woutersi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Procreodi Matthew, 1915"	Arctocyonidae 	Landenodon 	woutersi 	 	Landenodon woutersi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	 	Oxyclenidae 	 	 	 	Oxyclenidae
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Creodonta Cope, 1875"	Hyaenodontidae 	Prototomus 	minimus 	 	Prototomus minimus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	Cetartiodactyla 	Diacodexeidae 	Diacodexis 	gigasei 	 	Diacodexis gigasei
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Miacidae 	Miacis 	latouri 	 	Miacis latouri
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Miacidae 	Dormaalocyon 	latouri 	 	Dormaalocyon latouri
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Miacidae 	 	 	 	Miacidae
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Miacidae 	Dormaalocyon 	latouri 	 	Dormaalocyon latouri
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Miacidae 	Dormaalocyon 	latouri 	 	Dormaalocyon latouri
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	 	Oxyclenidae 	 	 	 	Oxyclenidae
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Creodonta Cope, 1875"	Hyaenodontidae 	Prototomus 	minimus 	 	Prototomus minimus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Creodonta Cope, 1875"	Creodonta 	 	 	 	Creodonta
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Miacidae 	 	 	 	Miacidae
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Creodonta Cope, 1875"	Creodonta 	 	 	 	Creodonta
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	 	Oxyclenidae 	 	 	 	Oxyclenidae
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Miacidae 	Dormaalocyon 	latouri 	 	Dormaalocyon latouri
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Miacidae 	Dormaalocyon 	latouri 	 	Dormaalocyon latouri
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Miacidae 	Dormaalocyon 	latouri 	 	Dormaalocyon latouri
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Condylarthra Cope, 1881"	Phenacodontidae 	Phenacodus 	europeus 	 	Phenacodus europeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Condylarthra Cope, 1881"	Phenacodontidae 	Phenacodus 	europeus 	 	Phenacodus europeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Condylarthra Cope, 1881"	Phenacodontidae 	Phenacodus 	europeus 	 	Phenacodus europeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Condylarthra Cope, 1881"	Phenacodontidae 	Phenacodus 	europeus 	 	Phenacodus europeus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Rodentia Bowdich, 1821"	Ischyromyidae 	Reithroparamys 	metacingularis 	 	Reithroparamys metacingularis
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Rodentia Bowdich, 1821"	Ischyromyidae 	Paramys 	 	 	Paramys
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Rodentia Bowdich, 1821"	Ischyromyidae 	Reithroparamys 	metacingularis 	 	Reithroparamys metacingularis
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Rodentia Bowdich, 1821"	Ischyromyidae 	Paramys 	lemoinei 	 	Paramys lemoinei
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Rodentia Bowdich, 1821"	Ischyromyidae 	Reithroparamys 	metacingularis 	 	Reithroparamys metacingularis
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Rodentia Bowdich, 1821"	Ischyromyidae 	Reithroparamys 	metacingularis 	 	Reithroparamys metacingularis
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Rodentia Bowdich, 1821"	Ischyromyidae 	Acritoparamys 	 	 	Acritoparamys
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Rodentia Bowdich, 1821"	Ischyromyidae 	Paramys 	anacingularis 	 	Paramys anacingularis
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Rodentia Bowdich, 1821"	Ischyromyidae 	Acritoparamys 	 	 	Acritoparamys
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Rodentia Bowdich, 1821"	Ischyromyidae 	Reithroparamys 	metacingularis 	 	Reithroparamys metacingularis
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Rodentia Bowdich, 1821"	Ischyromyidae 	Paramys 	taurus 	 	Paramys taurus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Rodentia Bowdich, 1821"	Ischyromyidae 	Acritoparamys 	atwateri 	 	Acritoparamys atwateri
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Rodentia Bowdich, 1821"	Ischyromyidae 	Paramys 	 	 	Paramys
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Rodentia Bowdich, 1821"	Ischyromyidae 	Paramys 	 	 	Paramys
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Rodentia Bowdich, 1821"	Ischyromyidae 	Paramys 	 	 	Paramys
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Rodentia Bowdich, 1821"	Ischyromyidae 	Paramys 	lemoinei 	 	Paramys lemoinei
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Rodentia Bowdich, 1821"	Ischyromyidae 	Paramys 	lemoinei 	 	Paramys lemoinei
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Rodentia Bowdich, 1821"	Ischyromyidae 	Paramys 	lemoinei 	 	Paramys lemoinei
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Rodentia Bowdich, 1821"	Ischyromyidae 	Paramys 	lemoinei 	 	Paramys lemoinei
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Rodentia Bowdich, 1821"	Ischyromyidae 	Acritoparamys 	 	 	Acritoparamys
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Rodentia Bowdich, 1821"	Ischyromyidae 	Acritoparamys 	atwateri 	 	Acritoparamys atwateri
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Rodentia Bowdich, 1821"	Ischyromyidae 	Paramys 	nanus 	 	Paramys nanus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Rodentia Bowdich, 1821"	Ischyromyidae 	Paramys 	nanus 	 	Paramys nanus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Macroscelidea Butler, 1956"	Microhyidae 	Microhyus 	musculus 	 	Microhyus musculus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	Cetartiodactyla 	Diacodexeidae 	Diacodexis 	gigasei 	 	Diacodexis gigasei
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	 	 	 	 	 	"Mammalia Linnaeus, 1758"
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	 	 	 	 	 	"Mammalia Linnaeus, 1758"
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	 	 	 	 	 	"Mammalia Linnaeus, 1758"
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Rodentia Bowdich, 1821"	Ischyromyidae 	Paramys 	 	 	Paramys
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Lipotyphla Haeckel, 1866"	Adapisoricidae 	Adapisorex 	 	 	Adapisorex
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Rodentia Bowdich, 1821"	Ischyromyidae 	Paramys 	 	 	Paramys
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	 	 	 	 	 	"Mammalia Linnaeus, 1758"
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	 	 	 	 	 	"Mammalia Linnaeus, 1758"
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	 	 	 	 	 	"Mammalia Linnaeus, 1758"
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	 	 	 	 	 	"Mammalia Linnaeus, 1758"
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Creodonta Cope, 1875"	Creodonta 	 	 	 	Creodonta
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Primates Linnaeus, 1758"	Plesiadapidae 	Platychoerops 	georgei 	 	Platychoerops georgei
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Condylarthra Cope, 1881"	Phenacodontidae 	Phenacodus 	teilhardi 	 	Phenacodus teilhardi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Perissodactyla Owen, 1848"	Equidae 	Sifrhippus 	sandrae 	 	Sifrhippus sandrae
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Proboscidea Illiger, 1811"	Elephantidae 	Mammuthus 	primigenius 	 	Mammuthus primigenius
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Pantodonta Cope, 1873"	Coryphodontidae 	Coryphodon 	eocaenus 	 	Coryphodon eocaenus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Pantodonta Cope, 1873"	Coryphodontidae 	Coryphodon 	eocaenus 	 	Coryphodon eocaenus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Pantodonta Cope, 1873"	Coryphodontidae 	Coryphodon 	eocaenus 	 	Coryphodon eocaenus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Pantodonta Cope, 1873"	Coryphodontidae 	Coryphodon 	eocaenus 	 	Coryphodon eocaenus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Sirenia Illiger, 1811"	Trichechidae 	Miosiren 	kocki 	 	Miosiren kocki
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Sirenia Illiger, 1811"	Dugongidae 	Halitherium 	schinzii forme delheidi 	 	Halitherium schinzii forme delheidi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Sirenia Illiger, 1811"	Dugongidae 	Halitherium 	schinzii forme delheidi 	 	Halitherium schinzii forme delheidi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Sirenia Illiger, 1811"	Dugongidae 	Halitherium 	schinzii forme delheidi 	 	Halitherium schinzii forme delheidi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Sirenia Illiger, 1811"	Dugongidae 	Halitherium 	schinzii forme delheidi 	 	Halitherium schinzii forme delheidi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Sirenia Illiger, 1811"	Dugongidae 	Halitherium 	schinzii forme delheidi 	 	Halitherium schinzii forme delheidi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Sirenia Illiger, 1811"	Dugongidae 	Halitherium 	schinzii forme delheidi 	 	Halitherium schinzii forme delheidi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Sirenia Illiger, 1811"	Dugongidae 	Halitherium 	schinzii forme delheidi 	 	Halitherium schinzii forme delheidi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Sirenia Illiger, 1811"	Dugongidae 	Halitherium 	schinzii forme delheidi 	 	Halitherium schinzii forme delheidi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Sirenia Illiger, 1811"	Dugongidae 	Halitherium 	schinzii forme delheidi 	 	Halitherium schinzii forme delheidi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Sirenia Illiger, 1811"	Dugongidae 	Halitherium 	schinzii forme delheidi 	 	Halitherium schinzii forme delheidi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Sirenia Illiger, 1811"	Dugongidae 	Halitherium 	schinzii forme delheidi 	 	Halitherium schinzii forme delheidi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Sirenia Illiger, 1811"	Dugongidae 	Halitherium 	schinzii forme delheidi 	 	Halitherium schinzii forme delheidi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Sirenia Illiger, 1811"	Dugongidae 	Halitherium 	schinzii forme delheidi 	 	Halitherium schinzii forme delheidi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Sirenia Illiger, 1811"	Dugongidae 	Halitherium 	schinzii forme delheidi 	 	Halitherium schinzii forme delheidi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Sirenia Illiger, 1811"	Dugongidae 	Halitherium 	schinzii forme delheidi 	 	Halitherium schinzii forme delheidi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Sirenia Illiger, 1811"	Dugongidae 	Halitherium 	schinzii forme delheidi 	 	Halitherium schinzii forme delheidi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Sirenia Illiger, 1811"	 	Crassitherium 	robustum 	 	Crassitherium robustum
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Odobenidae 	Odobenus 	rosmarus 	 	Odobenus rosmarus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Odobenidae 	Odobenus 	rosmarus 	 	Odobenus rosmarus
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Odobenidae 	Trichecodon 	koninckii 	 	Trichecodon koninckii
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Odobenidae 	Trichecodon 	koninckii 	 	Trichecodon koninckii
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Odobenidae 	Trichecodon 	koninckii 	 	Trichecodon koninckii
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Odobenidae 	Trichecodon 	koninckii 	 	Trichecodon koninckii
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Proboscidea Illiger, 1811"	Elephantidae 	Mammuthus 	primigenius 	 	Mammuthus primigenius
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Odobenidae 	Trichecodon 	koninckii 	 	Trichecodon koninckii
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Sirenia Illiger, 1811"	Dugongidae 	Halitherium 	schinzii forme delheidi 	 	Halitherium schinzii forme delheidi
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Odobenidae 	Trichecodon 	koninckii 	 	Trichecodon koninckii
Eucaryota	Animalia	" Chordata Haeckel, 1874"	"Mammalia Linnaeus, 1758"	"Carnivora Bowdich, 1821"	Odobenidae 	Trichecodon 	koninckii 	 	Trichecodon koninckii
